,UU2010,LIBUU2010,DEP,ACT_IN,ACT_OUT,ACT_TOTAL,POP2010,LIBBIS
2273,91201,Milly-la-Forêt,91,718,1698,2416,5699,Milly-la-Forêt
2274,91202,Méréville,91,601,1991,2593,5793,Méréville
2275,91203,Marolles-en-Hurepoix,91,367,2568,2936,6186,Marolles-en-Hurepoix
2276,91204,Saint-Chéron,91,479,2442,2920,6479,Saint-Chéron
2277,91301,Limours,91,937,4033,4971,10182,Limours
2278,91302,Dourdan,91,1928,3148,5076,11226,Dourdan
2279,91303,Étréchy,91,1348,6930,8279,17943,Étréchy
2280,91401,Étampes,91,4211,7797,12008,28495,Étampes
2281,91402,Ballancourt-sur-Essonne,91,2556,14184,16739,34618,Ballancourt-sur-Essonne
2282,95101,Vémars,95,128,1027,1156,2205,Vémars
2283,95102,Saint-Martin-du-Tertre,95,204,1000,1204,2586,Saint-Martin-du-Tertre
2284,95103,Belloy-en-France,95,183,1100,1285,2608,Belloy-en-France
2285,95104,Marines,95,326,1201,1526,3254,Marines
2286,95105,Bruyères-sur-Oise,95,284,1400,1684,3700,Bruyères-sur-Oise
2287,95106,Presles,95,262,1565,1827,3788,Presles
2288,95201,Menucourt,95,370,2102,2472,5287,Menucourt
2289,95202,Magny-en-Vexin,95,796,2284,3080,6960,Magny-en-Vexin
2290,95203,Montsoult,95,430,2957,3387,7015,Montsoult
2291,95301,Louvres,95,917,4915,5832,12633,Louvres
2292,95302,Viarmes,95,1090,6457,7547,16125,Viarmes
2293,95401,Fosses,95,1607,8525,10131,21436,Fosses
2294,9A101,Saint-Louis,971,538,316,854,2650,Saint-Louis
2295,9A102,Deshaies,971,647,659,1306,4431,Deshaies
2296,9A103,Anse-Bertrand,971,527,795,1322,4775,Anse-Bertrand
2297,9A201,Port-Louis,971,597,879,1476,5440,Port-Louis
2298,9A202,Pointe-Noire,971,1077,720,1797,7006,Pointe-Noire
2299,9A203,Bouillante,971,1132,824,1956,7545,Bouillante
2300,9A204,Grand-Bourg,971,1838,718,2557,8911,Grand-Bourg
2301,9A301,Sainte-Rose,971,2400,3485,5885,20155,Sainte-Rose
2302,9A401,Capesterre-Belle-Eau,971,3082,4590,7672,27386,Capesterre-Belle-Eau
2303,9A501,Basse-Terre,971,6488,9842,16329,52003,Basse-Terre
2304,9A701,Pointe-à-Pitre - Les Abymes,971,35034,48531,83565,256768,Pointe-à-Pitre - Les Abymes
2305,9B101,Le Carbet,972,577,804,1381,3771,Le Carbet
2306,9B102,Basse-Pointe,972,592,563,1155,3711,Basse-Pointe
2307,9B103,Saint-Pierre,972,747,580,1327,4425,Saint-Pierre
2308,9B201,Le Morne-Rouge,972,736,764,1500,5083,Le Morne-Rouge
2309,9B202,Le Diamant,972,697,1580,2278,6066,Le Diamant
2310,9B203,Les Trois-Îlets,972,1144,1719,2863,7627,Les Trois-Îlets
2311,9B204,Le Lorrain,972,1126,897,2023,7526,Le Lorrain
2312,9B401,Sainte-Marie,972,4681,5811,10492,35716,Sainte-Marie
2313,9B402,Le Lamentin,972,7139,7708,14847,39360,Le Lamentin
2314,9B601,Fort-de-France,972,23906,22076,45982,129216,Fort-de-France
2315,9B602,Le Robert,972,15234,30416,45649,138472,Le Robert
2316,9C101,Sinnamary,973,700,156,856,3242,Sinnamary
2317,9C102,Saint-Georges,973,582,21,603,4037,Saint-Georges
2318,9C201,Maripasoula,973,1975,9,1984,8473,Maripasoula
2319,9C202,Macouria,973,837,2136,2973,9640,Macouria
2320,9C203,Mana,973,1222,229,1452,8952,Mana
2321,9C401,Kourou,973,7193,769,7962,25189,Kourou
2322,9C402,Saint-Laurent-du-Maroni,973,5968,291,6259,38367,Saint-Laurent-du-Maroni
2323,9C601,Cayenne,973,18920,14755,33675,103142,Cayenne
2324,9D101,La Plaine-des-Palmistes,974,671,862,1533,5213,La Plaine-des-Palmistes
2325,9D201,Cilaos,974,1187,184,1370,5807,Cilaos
2326,9D202,Sainte-Rose,974,1004,530,1535,6806,Sainte-Rose
2327,9D203,Les Trois-Bassins,974,888,1172,2060,7121,Les Trois-Bassins
2328,9D301,Bras-Panon,974,1403,2476,3879,11725,Bras-Panon
2329,9D302,Petite-Île,974,1471,2031,3502,11566,Petite-Île
2330,9D401,Sainte-Suzanne,974,2497,4226,6724,22421,Sainte-Suzanne
2331,9D402,L'Étang-Salé,974,3102,5009,8112,24047,L'Étang-Salé
2332,9D403,Saint-Leu,974,5146,4168,9314,30966,Saint-Leu
2333,9D404,Saint-Benoît,974,5521,3079,8600,35063,Saint-Benoît
2334,9D405,Saint-Joseph,974,5701,2911,8612,35976,Saint-Joseph
2335,9D501,Saint-Louis,974,7270,5029,12299,52038,Saint-Louis
2336,9D502,Saint-André,974,7610,6442,14052,53955,Saint-André
2337,9D601,Saint-Pierre,974,29660,15416,45077,158726,Saint-Pierre
2338,9D602,Saint-Paul,974,30025,22551,52577,172137,Saint-Paul
2339,9D603,Saint-Denis,974,43762,14848,58610,174973,Saint-Denis
